word,left_context,right_context,general_context
wears,"[('downsides', 0.98340899)]",[],[]
addition,"[('terms', 0.84490019)]",[],[]
grip,[],[],[]
Football,[],[],[]
Hope,[],[],[]
home,[],[],[]
suede,[],[],[]
mark,[],[],[]
date,[],[],[]
loop,[],[],[]
Purchases,[],"[('Guys', 1.0), ('Man', 0.96813303)]",[]
set,[],"[('kind', 0.99269897), ('lots', 0.98208898), ('lack', 0.98156911), ('Plenty', 0.98156911), ('terms', 0.98156911), ('tons', 0.98156911), ('care', 0.98156911), ('chances', 0.98156911), ('Shape', 0.98156911), ('Lots', 0.98156911), ('fashions', 0.98156911), ('textures', 0.98156911), ('thoughts', 0.98156911), ('outsides', 0.98156911), ('layers', 0.98156911), ('Lack', 0.98156911), ('tips', 0.98156911), ('Kind', 0.98156911), ('Couple', 0.98156911), ('lengths', 0.98156911), ('kinds', 0.98156911), ('rest', 0.98118395), ('fan', 0.96641451), ('signs', 0.96030825), ('pair', 0.95561761), ('pairs', 0.95084381), ('plenty', 0.94934487), ('end', 0.94814354), ('variety', 0.94673991), ('types', 0.94551289), ('ton', 0.93785799), ('type', 0.93706578), ('lot', 0.92994827), ('balls', 0.92791909), ('periods', 0.92433035), ('versions', 0.92310071), ('matter', 0.92190892), ('edges', 0.91838533), ('outside', 0.90992397), ('middle', 0.90830624), ('alot', 0.90215266), ('look', 0.89767766), ('styling', 0.89648139), ('tip', 0.89320993), ('edge', 0.86716729), ('inside', 0.85896659), ('feel', 0.83566976)]",[]
Classics,[],"[('Stores', 0.88043052), ('Pictures', 0.88043052)]",[]
cost,[],[],[]
balances,[],"[('malls', 1.0), ('plates', 1.0)]",[]
types,[],"[('lack', 0.96326673), ('Plenty', 0.96326673), ('terms', 0.96326673), ('tons', 0.96326673), ('care', 0.96326673), ('chances', 0.96326673), ('Shape', 0.96326673), ('Lots', 0.96326673), ('fashions', 0.96326673), ('textures', 0.96326673), ('thoughts', 0.96326673), ('outsides', 0.96326673), ('layers', 0.96326673), ('Lack', 0.96326673), ('tips', 0.96326673), ('Kind', 0.96326673), ('Couple', 0.96326673), ('lengths', 0.96326673), ('kinds', 0.96326673), ('lots', 0.96323669), ('rest', 0.96288878), ('kind', 0.95844221), ('set', 0.94551289), ('fan', 0.94404417), ('signs', 0.9424023), ('pair', 0.93518174), ('plenty', 0.93164337), ('pairs', 0.93020594), ('end', 0.92949849), ('variety', 0.92908698), ('type', 0.91854632), ('ton', 0.91713035), ('lot', 0.91193718), ('balls', 0.90661317), ('versions', 0.90588856), ('matter', 0.904719), ('periods', 0.90354824), ('edges', 0.90126109), ('middle', 0.89136988), ('inside', 0.89048082), ('outside', 0.8903361), ('alot', 0.88533109), ('tip', 0.87655514), ('look', 0.85312808), ('edge', 0.84502697), ('styling', 0.82360411), ('feel', 0.81845981)]",[]
variety,[],"[('rest', 0.96556848), ('kind', 0.96529317), ('lack', 0.96451682), ('Plenty', 0.96451682), ('terms', 0.96451682), ('tons', 0.96451682), ('care', 0.96451682), ('chances', 0.96451682), ('Shape', 0.96451682), ('Lots', 0.96451682), ('fashions', 0.96451682), ('textures', 0.96451682), ('thoughts', 0.96451682), ('outsides', 0.96451682), ('layers', 0.96451682), ('Lack', 0.96451682), ('tips', 0.96451682), ('Kind', 0.96451682), ('Couple', 0.96451682), ('lengths', 0.96451682), ('kinds', 0.96451682), ('lots', 0.96448678), ('pair', 0.96318477), ('balls', 0.95463878), ('fan', 0.95174015), ('ton', 0.95160341), ('pairs', 0.95064831), ('set', 0.94673991), ('signs', 0.94362527), ('end', 0.93587166), ('plenty', 0.93285245), ('types', 0.92908698), ('matter', 0.92380118), ('type', 0.92309421), ('lot', 0.91902876), ('versions', 0.90706414), ('periods', 0.90472084), ('edges', 0.90243071), ('outside', 0.90176773), ('middle', 0.89252669), ('alot', 0.89020556), ('tip', 0.8776927), ('look', 0.87120301), ('inside', 0.85948181), ('styling', 0.85429424), ('edge', 0.84612358), ('LOT', 0.84002507), ('feel', 0.82870179)]",[]
Perfect,[],"[('expectations', 0.86814582)]",[]
class,[],[],[]
series,[],[],[]
squeaks,[],[],[]
models,[],[],[]
Hubby,"[('Feels', 1.0), ('Durability', 1.0), ('Light', 1.0), ('Love', 1.0), ('Sandals', 1.0), ('Fits', 1.0), ('Order', 1.0), ('Classic', 1.0), ('Note', 1.0), ('Price', 0.80170822)]","[('Grandson', 0.93959963), ('Boyfriend', 0.93959963), ('Kid', 0.93959963), ('daughter', 0.89122194), ('Husband', 0.89065224), ('son', 0.87642199), ('grandson', 0.80958682)]",[]
need,[],"[('Time', 0.83312285), ('forms', 0.83312285), ('gifts', 0.83312285), ('Boot', 0.83312285)]",[]
place,[],[],[]
ways,[],"[('movements', 0.92091173)]",[]
note,[],"[('lifestyles', 0.89716208), ('Downside', 0.89716208), ('Trick', 0.89716208), ('Note', 0.89716208)]",[]
result,"[('chance', 0.99975961), ('tad', 0.97928768), ('glove', 0.97928768), ('ton', 0.97928768), ('bIt', 0.97928768), ('squat', 0.97928768), ('super', 0.97928768), ('lot', 0.97500622), ('cloud', 0.9707281), ('half', 0.9702549), ('try', 0.95263255), ('halfsize', 0.94955182), ('couple', 0.9475975), ('week', 0.92353135), ('month', 0.90939474), ('nurse', 0.90363771), ('bit', 0.9011507), ('blister', 0.89552575), ('gift', 0.88440204), ('woman', 0.87240654)]",[],[]
occasion,[],[],[]
balance,[],[],[]
dog,[],[],[]
events,[],[],[]
goods,[],[],[]
superstars,[],[],[]
FIT,[],[],[]
BIT,"[('GIFT', 0.82176185), ('Lot', 0.82176185)]",[],[]
GIFT,"[('Lot', 1.0), ('LOT', 0.94655973), ('BIT', 0.82176185)]","[('WEAR', 1.0)]",[]
FOOT,[],"[('PURCHASE', 1.0), ('services', 1.0), ('downsides', 1.0), ('Knees', 1.0), ('qualities', 1.0), ('PRICE', 1.0), ('SNEAKERS', 1.0), ('treads', 1.0), ('womans', 1.0), ('lights', 1.0)]",[]
COMPLAINTS,"[('BLISTERS', 1.0)]",[],[]
TIME,[],[],[]
squeak,[],[],[]
mail,"[('chances', 0.96027696), ('fashions', 0.96027696), ('pic', 0.96027696), ('ends', 0.96027696), ('sol', 0.96027696), ('photos', 0.96027696), ('rains', 0.96027696), ('outsides', 0.96027696), ('schools', 0.96027696), ('tips', 0.96027696), ('Military', 0.96027696), ('mans', 0.96027696), ('Metcon', 0.96027696), ('past', 0.95420218), ('outside', 0.95400542), ('gym', 0.92816937), ('rest', 0.91416937), ('middle', 0.8910681), ('inside', 0.89098471), ('market', 0.85845649), ('picture', 0.82906014), ('ground', 0.8090288)]",[],[]
kick,[],[],[]
lines,[],[],[]
knees,[],[],[]
hip,[],[],[]
halfsize,"[('tad', 0.96963519), ('glove', 0.96963519), ('ton', 0.96963519), ('bIt', 0.96963519), ('squat', 0.96963519), ('super', 0.96963519), ('lot', 0.96539593), ('half', 0.96458191), ('cloud', 0.9498806), ('result', 0.94955182), ('chance', 0.94501889), ('try', 0.94324279), ('couple', 0.9382574), ('week', 0.91276097), ('month', 0.89897549), ('nurse', 0.89473087), ('bit', 0.89226842), ('blister', 0.8866989), ('gift', 0.87438697), ('woman', 0.85081792)]",[],[]
YEAR,[],[],[]
LEATHER,"[('STYLE', 1.0), ('HOUSE', 1.0), ('MONEY', 1.0), ('MILITARY', 1.0), ('RUN', 1.0)]",[],[]
SON,"[('PURCHASE', 1.0), ('SNEAKERS', 1.0), ('HUSBAND', 1.0), ('DAUGHTER', 1.0)]",[],[]
SIZE,"[('WEAR', 0.83781844)]","[('MEN', 1.0), ('WALKING', 1.0), ('DAUGHTER', 1.0)]",[]
hope,[],[],[]
Comfort,[],"[('Length', 0.94335258)]",[]
adults,[],[],[]
Roshes,[],"[('Toes', 0.98193258), ('nephews', 0.98193258), ('Lifters', 0.98193258), ('Kicks', 0.98193258), ('Ladies', 0.98193258), ('Laces', 0.98193258), ('Forms', 0.98193258), ('airs', 0.98193258), ('Foams', 0.98193258), ('combinations', 0.95595461), ('shoelaces', 0.94244373), ('numbers', 0.92914122), ('Cleats', 0.90445322), ('Shoes', 0.90254849), ('cleats', 0.89268732), ('laces', 0.85649151), ('shoes', 0.82495201), ('colors', 0.81009179)]",[]
m,[],"[('short', 0.86923003)]",[]
middle,"[('chances', 0.92792821), ('fashions', 0.92792821), ('pic', 0.92792821), ('ends', 0.92792821), ('sol', 0.92792821), ('photos', 0.92792821), ('rains', 0.92792821), ('outsides', 0.92792821), ('schools', 0.92792821), ('tips', 0.92792821), ('Military', 0.92792821), ('mans', 0.92792821), ('Metcon', 0.92792821), ('past', 0.92205805), ('outside', 0.92186797), ('gym', 0.89143276), ('mail', 0.8910681), ('rest', 0.88337386), ('inside', 0.8609702), ('market', 0.82953781)]","[('lack', 0.92536145), ('Plenty', 0.92536145), ('terms', 0.92536145), ('tons', 0.92536145), ('care', 0.92536145), ('chances', 0.92536145), ('Shape', 0.92536145), ('Lots', 0.92536145), ('fashions', 0.92536145), ('textures', 0.92536145), ('thoughts', 0.92536145), ('outsides', 0.92536145), ('layers', 0.92536145), ('Lack', 0.92536145), ('tips', 0.92536145), ('Kind', 0.92536145), ('Couple', 0.92536145), ('lengths', 0.92536145), ('kinds', 0.92536145), ('lots', 0.92533261), ('rest', 0.92499834), ('kind', 0.92072678), ('pair', 0.90962315), ('set', 0.90830624), ('fan', 0.90689534), ('signs', 0.90531802), ('pairs', 0.89722711), ('end', 0.89609069), ('plenty', 0.89498252), ('variety', 0.89252669), ('types', 0.89136988), ('type', 0.88240087), ('ton', 0.88104057), ('lot', 0.87667054), ('balls', 0.87093723), ('versions', 0.87024111), ('matter', 0.86911762), ('periods', 0.86799294), ('edges', 0.86579579), ('outside', 0.85530066), ('alot', 0.85049266), ('tip', 0.842062), ('look', 0.83047605), ('edge', 0.82744163), ('inside', 0.80621898)]",[]
metcons,[],[],[]
feels,[],[],[]
coaches,"[('customs', 1.0), ('exercise', 0.84248036)]",[],[]
good,[],[],[]
start,[],[],[]
End,[],[],[]
forces,"[('maxes', 0.87483275), ('max', 0.86398315)]",[],[]
Daughter,"[('Life', 1.0), ('Number', 1.0), ('nephews', 1.0), ('Granddaughter', 1.0), ('boyfriends', 0.8829906), ('sisters', 0.8829906), ('son', 0.84512717), ('grandson', 0.82460624), ('daughter', 0.82270747), ('dad', 0.80844373)]","[('Husband', 0.84962654), ('Grandson', 0.84184253), ('Boyfriend', 0.84184253), ('Kid', 0.84184253)]",[]
granddaughter,"[('boyfriend', 0.92308629), ('opinion', 0.89767891), ('Wife', 0.89681435), ('Sons', 0.89681435), ('decisions', 0.89681435), ('Knees', 0.89681435), ('husbands', 0.89681435), ('Jordans', 0.89681435), ('Family', 0.89681435), ('grandsons', 0.89681435), ('Toe', 0.89681435), ('exchanges', 0.89681435), ('Mom', 0.89681435), ('daughters', 0.84259421), ('sons', 0.83688617), ('nephew', 0.8360368), ('husband', 0.80002713)]",[],[]
shift,[],[],[]
clothes,[],[],[]
toddler,[],[],[]
errands,[],"[('parks', 0.8831296)]",[]
jordan,[],[],[]
scheme,"[('schemes', 1.0), ('selections', 1.0), ('combinations', 1.0), ('choices', 0.98992628), ('options', 0.89358068)]",[],[]
Classic,"[('Feels', 1.0), ('Durability', 1.0), ('Light', 1.0), ('Love', 1.0), ('Sandals', 1.0), ('Fits', 1.0), ('Hubby', 1.0), ('Order', 1.0), ('Note', 1.0), ('Price', 0.80170822)]",[],[]
thanks,[],[],[]
short,[],"[('m', 0.86923003)]",[]
outside,"[('chances', 0.99346906), ('fashions', 0.99346906), ('pic', 0.99346906), ('ends', 0.99346906), ('sol', 0.99346906), ('photos', 0.99346906), ('rains', 0.99346906), ('outsides', 0.99346906), ('schools', 0.99346906), ('tips', 0.99346906), ('Military', 0.99346906), ('mans', 0.99346906), ('Metcon', 0.99346906), ('past', 0.98718429), ('rest', 0.98069936), ('inside', 0.96433878), ('mail', 0.95400542), ('gym', 0.94560039), ('middle', 0.92186797), ('market', 0.88812917), ('moment', 0.86124319), ('picture', 0.84231937), ('ground', 0.83699298), ('laces', 0.81866515)]","[('rest', 0.92495334), ('lots', 0.9245618), ('lack', 0.92428821), ('Plenty', 0.92428821), ('terms', 0.92428821), ('tons', 0.92428821), ('care', 0.92428821), ('chances', 0.92428821), ('Shape', 0.92428821), ('Lots', 0.92428821), ('fashions', 0.92428821), ('textures', 0.92428821), ('thoughts', 0.92428821), ('outsides', 0.92428821), ('layers', 0.92428821), ('Lack', 0.92428821), ('tips', 0.92428821), ('Kind', 0.92428821), ('Couple', 0.92428821), ('lengths', 0.92428821), ('kinds', 0.92428821), ('kind', 0.92028004), ('fan', 0.91088551), ('set', 0.90992397), ('pair', 0.9085421), ('signs', 0.90426803), ('variety', 0.90176773), ('pairs', 0.90070575), ('end', 0.89614064), ('plenty', 0.8939445), ('types', 0.8903361), ('type', 0.88766575), ('ton', 0.88349676), ('balls', 0.87833768), ('lot', 0.87613499), ('versions', 0.86923182), ('periods', 0.86897159), ('matter', 0.86810958), ('edges', 0.86479163), ('middle', 0.85530066), ('alot', 0.85218388), ('look', 0.8478545), ('tip', 0.84108537), ('styling', 0.82785362), ('inside', 0.82172245), ('edge', 0.81417519)]",[]
cases,[],[],[]
dirt,[],[],[]
feature,[],[],[]
shock,[],[],[]
Blisters,[],[],[]
walk,[],[],[]
refunds,[],[],[]
Price,"[('Feels', 0.80170822), ('Durability', 0.80170822), ('Light', 0.80170822), ('Love', 0.80170822), ('Sandals', 0.80170822), ('Fits', 0.80170822), ('Hubby', 0.80170822), ('Order', 0.80170822), ('Classic', 0.80170822), ('Note', 0.80170822)]","[('Walking', 0.89632773), ('Packaging', 0.85342658), ('Construction', 0.85342658), ('Service', 0.85342658)]",[]
Gift,[],"[('gift', 0.94454217), ('Value', 0.94091094), ('packages', 0.94091094), ('Present', 0.94091094), ('blacks', 0.94091094), ('Metcons', 0.94091094), ('weekends', 0.94091094), ('doors', 0.94091094), ('values', 0.94091094), ('replacements', 0.84182471), ('value', 0.81199437), ('present', 0.80068809)]",[]
sellers,[],[],[]
Lots,[],"[('lack', 1.0), ('Plenty', 1.0), ('terms', 1.0), ('tons', 1.0), ('care', 1.0), ('chances', 1.0), ('Shape', 1.0), ('fashions', 1.0), ('textures', 1.0), ('thoughts', 1.0), ('outsides', 1.0), ('layers', 1.0), ('Lack', 1.0), ('tips', 1.0), ('Kind', 1.0), ('Couple', 1.0), ('lengths', 1.0), ('kinds', 1.0), ('lots', 0.99996883), ('rest', 0.99960762), ('kind', 0.99499148), ('set', 0.98156911), ('fan', 0.98004442), ('signs', 0.97833991), ('pair', 0.96867788), ('plenty', 0.96717072), ('pairs', 0.96567845), ('end', 0.96494406), ('variety', 0.96451682), ('types', 0.96326673), ('type', 0.95357424), ('ton', 0.95210427), ('lot', 0.94533682), ('balls', 0.94118601), ('versions', 0.94043374), ('matter', 0.93921959), ('periods', 0.9380042), ('edges', 0.93562984), ('middle', 0.92536145), ('outside', 0.92428821), ('alot', 0.91909236), ('tip', 0.90998173), ('look', 0.88255632), ('edge', 0.87725127), ('inside', 0.87124765), ('styling', 0.85501146), ('feel', 0.83982217)]",[]
pattern,[],[],[]
midsole,[],[],[]
heads,[],[],[]
thought,[],"[('orthotic', 0.9861688), ('cuts', 0.96767038)]",[]
mall,[],[],[]
sweat,[],[],[]
forefoot,[],[],[]
Position,"[('plays', 1.0), ('Leather', 0.85271698)]","[('deliveries', 1.0)]",[]
Luck,"[('luck', 0.80313665)]",[],[]
gloves,[],[],[]
cushions,[],[],[]
concrete,"[('treadmills', 0.95148712), ('plates', 0.95148712), ('clouds', 0.94876611), ('weekends', 0.9411363), ('sale', 0.93862081)]",[],[]
colorways,[],[],[]
Guys,[],"[('Purchases', 1.0), ('Man', 0.96813303)]",[]
chance,"[('result', 0.99975961), ('tad', 0.97461283), ('glove', 0.97461283), ('ton', 0.97461283), ('bIt', 0.97461283), ('squat', 0.97461283), ('super', 0.97461283), ('lot', 0.97035182), ('cloud', 0.9673537), ('half', 0.96569389), ('try', 0.94808495), ('halfsize', 0.94501889), ('couple', 0.94307393), ('week', 0.9193089), ('month', 0.9052161), ('nurse', 0.899324), ('bit', 0.89684886), ('blister', 0.89125079), ('gift', 0.88032508), ('woman', 0.86969262)]",[],[]
fashions,"[('chances', 1.0), ('pic', 1.0), ('ends', 1.0), ('sol', 1.0), ('photos', 1.0), ('rains', 1.0), ('outsides', 1.0), ('schools', 1.0), ('tips', 1.0), ('Military', 1.0), ('mans', 1.0), ('Metcon', 1.0), ('past', 0.99367392), ('outside', 0.99346906), ('mail', 0.96027696), ('rest', 0.95198512), ('gym', 0.95181662), ('middle', 0.92792821), ('inside', 0.92784137), ('market', 0.89396763), ('ground', 0.84249526), ('picture', 0.81829041), ('end', 0.80126822), ('moment', 0.80039012)]","[('lack', 1.0), ('Plenty', 1.0), ('terms', 1.0), ('tons', 1.0), ('care', 1.0), ('chances', 1.0), ('Shape', 1.0), ('Lots', 1.0), ('textures', 1.0), ('thoughts', 1.0), ('outsides', 1.0), ('layers', 1.0), ('Lack', 1.0), ('tips', 1.0), ('Kind', 1.0), ('Couple', 1.0), ('lengths', 1.0), ('kinds', 1.0), ('lots', 0.99996883), ('rest', 0.99960762), ('kind', 0.99499148), ('set', 0.98156911), ('fan', 0.98004442), ('signs', 0.97833991), ('pair', 0.96867788), ('plenty', 0.96717072), ('pairs', 0.96567845), ('end', 0.96494406), ('variety', 0.96451682), ('types', 0.96326673), ('type', 0.95357424), ('ton', 0.95210427), ('lot', 0.94533682), ('balls', 0.94118601), ('versions', 0.94043374), ('matter', 0.93921959), ('periods', 0.9380042), ('edges', 0.93562984), ('middle', 0.92536145), ('outside', 0.92428821), ('alot', 0.91909236), ('tip', 0.90998173), ('look', 0.88255632), ('edge', 0.87725127), ('inside', 0.87124765), ('styling', 0.85501146), ('feel', 0.83982217)]",[]
pics,[],[],[]
classic,[],[],[]
sales,[],[],[]
door,[],[],[]
injuries,[],[],[]
replacements,[],"[('Value', 0.89469117), ('packages', 0.89469117), ('Present', 0.89469117), ('blacks', 0.89469117), ('Metcons', 0.89469117), ('weekends', 0.89469117), ('doors', 0.89469117), ('values', 0.89469117), ('gift', 0.88958073), ('sites', 0.87066853), ('expectations', 0.86434597), ('Gift', 0.84182471), ('value', 0.82022166)]",[]
services,"[('service', 0.97569001)]","[('PURCHASE', 1.0), ('FOOT', 1.0), ('downsides', 1.0), ('Knees', 1.0), ('qualities', 1.0), ('PRICE', 1.0), ('SNEAKERS', 1.0), ('treads', 1.0), ('womans', 1.0), ('lights', 1.0)]",[]
numbers,[],"[('Toes', 0.94623727), ('nephews', 0.94623727), ('Lifters', 0.94623727), ('Kicks', 0.94623727), ('Ladies', 0.94623727), ('Laces', 0.94623727), ('Forms', 0.94623727), ('airs', 0.94623727), ('Foams', 0.94623727), ('Roshes', 0.92914122), ('combinations', 0.89468479), ('shoelaces', 0.88203984), ('Shoes', 0.86973894), ('cleats', 0.84846109), ('laces', 0.84578848)]",[]
gear,[],[],[]
tags,[],[],[]
force,"[('max', 0.90921319), ('maxes', 0.9077422)]",[],[]
pic,"[('chances', 1.0), ('fashions', 1.0), ('ends', 1.0), ('sol', 1.0), ('photos', 1.0), ('rains', 1.0), ('outsides', 1.0), ('schools', 1.0), ('tips', 1.0), ('Military', 1.0), ('mans', 1.0), ('Metcon', 1.0), ('past', 0.99367392), ('outside', 0.99346906), ('mail', 0.96027696), ('rest', 0.95198512), ('gym', 0.95181662), ('middle', 0.92792821), ('inside', 0.92784137), ('market', 0.89396763), ('ground', 0.84249526), ('picture', 0.81829041), ('end', 0.80126822), ('moment', 0.80039012)]",[],[]
pains,[],[],[]
closet,"[('toes', 0.88840455), ('ankle', 0.84259784), ('heel', 0.81543899)]","[('yesterday', 0.810956)]",[]
tries,[],"[('bags', 0.90405613)]",[]
perfect,[],[],[]
Stores,[],"[('Pictures', 1.0), ('Classics', 0.88043052)]",[]
Man,[],"[('Purchases', 0.96813303), ('Guys', 0.96813303)]",[]
businesses,"[('buys', 1.0), ('values', 1.0)]","[('Break', 1.0), ('inches', 1.0), ('breaks', 1.0), ('break', 0.97748661), ('marathons', 0.94371295), ('hikes', 0.8851279), ('Tight', 0.87638575)]",[]
Grandson,[],"[('Boyfriend', 1.0), ('Kid', 1.0), ('Husband', 0.94790614), ('Hubby', 0.93959963), ('daughter', 0.88570762), ('son', 0.88114911), ('Daughter', 0.84184253)]",[]
downside,"[('complaint', 0.94979131), ('thing', 0.8612358)]","[('drawback', 0.96878284), ('complaint', 0.95468396), ('Number', 0.93658561), ('Bonus', 0.93658561), ('Material', 0.93658561), ('Cushion', 0.84803462), ('4e', 0.84692633), ('Sizing', 0.80211067)]",[]
flyknits,[],[],[]
parks,[],"[('errands', 0.8831296)]",[]
DEAL,[],[],[]
DEALS,"[('WALKING', 1.0), ('WORK', 1.0)]",[],[]
shifts,[],"[('tricks', 0.85986388), ('surgeries', 0.85032511), ('logos', 0.84583229), ('flips', 0.84583229), ('Miles', 0.84583229), ('spot', 0.82587951)]",[]
flaw,[],[],[]
tear,"[('families', 0.84012759), ('breaks', 0.84012759), ('Half', 0.84012759)]",[],[]
speed,[],[],[]
tho,[],[],[]
WALKING,"[('DEALS', 1.0), ('WORK', 1.0)]","[('MEN', 1.0), ('SIZE', 1.0), ('DAUGHTER', 1.0)]",[]
bags,[],"[('tries', 0.90405613)]",[]
eye,[],[],[]
plenty,[],"[('lack', 0.96717072), ('Plenty', 0.96717072), ('terms', 0.96717072), ('tons', 0.96717072), ('care', 0.96717072), ('chances', 0.96717072), ('Shape', 0.96717072), ('Lots', 0.96717072), ('fashions', 0.96717072), ('textures', 0.96717072), ('thoughts', 0.96717072), ('outsides', 0.96717072), ('layers', 0.96717072), ('Lack', 0.96717072), ('tips', 0.96717072), ('Kind', 0.96717072), ('Couple', 0.96717072), ('lengths', 0.96717072), ('kinds', 0.96717072), ('lots', 0.96714056), ('rest', 0.96679121), ('kind', 0.96232665), ('set', 0.94934487), ('fan', 0.94787025), ('signs', 0.94622171), ('pair', 0.93887943), ('pairs', 0.93397593), ('end', 0.93326563), ('variety', 0.93285245), ('types', 0.93164337), ('type', 0.92226911), ('ton', 0.92084736), ('lot', 0.92039675), ('balls', 0.91028756), ('versions', 0.90955997), ('matter', 0.90838569), ('periods', 0.90721017), ('edges', 0.90491378), ('middle', 0.89498252), ('outside', 0.8939445), ('alot', 0.88891923), ('tip', 0.8801077), ('inside', 0.85941803), ('look', 0.85358262), ('edge', 0.84845173), ('styling', 0.82694203), ('feel', 0.81225139)]",[]
Superstars,[],[],[]
moment,"[('inside', 0.95863819), ('rest', 0.93925852), ('outside', 0.86124313), ('laces', 0.84751153), ('picture', 0.80936718), ('chances', 0.80039006), ('fashions', 0.80039006), ('pic', 0.80039006), ('ends', 0.80039006), ('sol', 0.80039006), ('photos', 0.80039006), ('rains', 0.80039006), ('outsides', 0.80039006), ('schools', 0.80039006), ('tips', 0.80039006), ('Military', 0.80039006), ('mans', 0.80039006), ('Metcon', 0.80039006)]","[('drawbacks', 0.81392431), ('Girl', 0.81392431), ('buys', 0.81392431)]",[]
Length,[],"[('Comfort', 0.94335258)]",[]
worlds,[],[],[]
needs,[],[],[]
instep,[],[],[]
volleyball,[],[],[]
Item,[],"[('Packaging', 0.80028921), ('Construction', 0.80028921), ('Service', 0.80028921)]",[]
Socks,[],"[('Boots', 1.0), ('Sneakers', 0.93378836), ('Shoes', 0.80245197)]",[]
hubby,"[('package', 0.84349215), ('Wife', 0.83683127), ('Sons', 0.83683127), ('decisions', 0.83683127), ('Knees', 0.83683127), ('husbands', 0.83683127), ('Jordans', 0.83683127), ('Family', 0.83683127), ('grandsons', 0.83683127), ('Toe', 0.83683127), ('exchanges', 0.83683127), ('Mom', 0.83683127), ('opinion', 0.82247919)]",[],[]
Thought,[],[],[]
nurses,[],"[('running', 0.81191576)]",[]
metcon,[],[],[]
lift,[],[],[]
drawback,[],"[('downside', 0.96878284), ('Number', 0.94112939), ('Bonus', 0.94112939), ('Material', 0.94112939), ('complaint', 0.92883348), ('Cushion', 0.92704976), ('4e', 0.85103512), ('Sizing', 0.80600208)]",[]
VERSION,[],"[('STYLE', 1.0)]","[('HEELS', 0.9467715)]"
HEELS,[],[],"[('VERSION', 0.9467715)]"
ARCH,[],[],[]
SUPPORT,[],[],[]
sambas,[],[],[]
seasons,[],"[('tabs', 0.90077257)]",[]
Samba,[],[],[]
decisions,"[('Wife', 1.0), ('Sons', 1.0), ('Knees', 1.0), ('husbands', 1.0), ('Jordans', 1.0), ('Family', 1.0), ('grandsons', 1.0), ('Toe', 1.0), ('exchanges', 1.0), ('Mom', 1.0), ('opinion', 0.98284948), ('boyfriend', 0.90832675), ('granddaughter', 0.89681435), ('favorites', 0.85677665), ('heels', 0.84396946), ('hubby', 0.83683127), ('ankles', 0.81783438)]",[],[]
Toes,[],"[('nephews', 1.0), ('Lifters', 1.0), ('Kicks', 1.0), ('Ladies', 1.0), ('Laces', 1.0), ('Forms', 1.0), ('airs', 1.0), ('Foams', 1.0), ('Roshes', 0.98193258), ('numbers', 0.94623727), ('combinations', 0.94551843), ('shoelaces', 0.93215507), ('Shoes', 0.91915524), ('cleats', 0.87476254), ('laces', 0.8603304), ('Cleats', 0.82320553), ('Sneakers', 0.80267262), ('colors', 0.80042529)]",[]
Flyknit,[],[],[]
Holes,[],[],[]
boxes,[],"[('event', 0.80927056)]",[]
Cushion,[],"[('drawback', 0.92704976), ('Number', 0.90545338), ('Bonus', 0.90545338), ('Material', 0.90545338), ('downside', 0.84803462), ('complaint', 0.84290302), ('4e', 0.8187744)]",[]
SNEAKERS,"[('PURCHASE', 1.0), ('SON', 1.0), ('HUSBAND', 1.0), ('DAUGHTER', 1.0)]","[('PURCHASE', 1.0), ('FOOT', 1.0), ('services', 1.0), ('downsides', 1.0), ('Knees', 1.0), ('qualities', 1.0), ('PRICE', 1.0), ('treads', 1.0), ('womans', 1.0), ('lights', 1.0)]",[]
COLOR,[],[],[]
YEARS,[],[],[]
Bit,[],[],[]
ends,"[('chances', 1.0), ('fashions', 1.0), ('pic', 1.0), ('sol', 1.0), ('photos', 1.0), ('rains', 1.0), ('outsides', 1.0), ('schools', 1.0), ('tips', 1.0), ('Military', 1.0), ('mans', 1.0), ('Metcon', 1.0), ('past', 0.99367392), ('outside', 0.99346906), ('mail', 0.96027696), ('rest', 0.95198512), ('gym', 0.95181662), ('middle', 0.92792821), ('inside', 0.92784137), ('market', 0.89396763), ('ground', 0.84249526), ('picture', 0.81829041), ('end', 0.80126822), ('moment', 0.80039012)]","[('releases', 0.96402526), ('maxes', 0.82961416)]",[]
mold,[],[],[]
boyfriends,"[('sisters', 1.0), ('husband', 0.97302532), ('daughter', 0.96514708), ('wife', 0.96188724), ('grandson', 0.95959878), ('dad', 0.95591986), ('son', 0.95022118), ('Life', 0.8829906), ('Number', 0.8829906), ('Daughter', 0.8829906), ('nephews', 0.8829906), ('Granddaughter', 0.8829906), ('lady', 0.87991679), ('nephew', 0.87902141)]",[],[]
courts,[],"[('clouds', 0.81457806)]",[]
upper,[],[],[]
powder,[],[],[]
sisters,"[('boyfriends', 1.0), ('husband', 0.97302532), ('daughter', 0.96514708), ('wife', 0.96188724), ('grandson', 0.95959878), ('dad', 0.95591986), ('son', 0.95022118), ('Life', 0.8829906), ('Number', 0.8829906), ('Daughter', 0.8829906), ('nephews', 0.8829906), ('Granddaughter', 0.8829906), ('lady', 0.87991679), ('nephew', 0.87902141)]",[],[]
HOUSE,"[('STYLE', 1.0), ('LEATHER', 1.0), ('MONEY', 1.0), ('MILITARY', 1.0), ('RUN', 1.0)]",[],[]
samba,[],[],[]
dates,[],"[('Today', 0.95565981)]",[]
